EC number	Scoring Based on Function
2.4.1.78	1
2.4.1.79	1
2.4.1.B79	1
2.4.1.B80	1
2.4.1.80	1
2.4.1.81	1
2.4.1.B81	1
2.4.1.82	1
2.4.1.B82	1
2.4.1.B83	1
2.4.1.83	1
2.4.1.B84	1
2.4.1.84	1
2.4.1.B85	1
2.4.1.85	1
2.4.1.86	1
2.4.1.87	1
2.4.1.88	1
2.4.1.89	1
2.4.1.90	1
2.4.1.91	1
2.4.1.92	1
2.4.1.93	1
2.4.1.94	1
2.4.1.95	1
2.4.1.96	1
2.4.1.97	1
2.4.1.98	1
2.4.1.99	1
2.4.1.100	1
2.4.1.101	1
2.4.1.102	1
2.4.1.103	1
2.4.1.104	1
2.4.1.105	1
2.4.1.106	1
2.4.1.107	1
2.4.1.108	1
2.4.1.109	1
2.4.1.110	1
2.4.1.111	1
2.4.1.112	1
2.4.1.113	1
2.4.1.114	1
2.4.1.115	1
2.4.1.116	1
2.4.1.117	1
2.4.1.118	1
2.4.1.119	1
2.4.1.120	1
2.4.1.121	1
2.4.1.122	1
2.4.1.123	1
2.4.1.124	1
2.4.1.125	1
2.4.1.126	1
2.4.1.127	1
2.4.1.128	1
2.4.1.129	1
2.4.1.130	1
2.4.1.131	1
2.4.1.132	1
2.4.1.133	1
2.4.1.134	1
2.4.1.135	1
2.4.1.136	1
2.4.1.137	1
2.4.1.138	1
2.4.1.139	1
2.4.1.140	1
2.4.1.141	1
2.4.1.142	1
2.4.1.143	1
2.4.1.144	1
2.4.1.145	1
2.4.1.146	1
2.4.1.147	1
2.4.1.148	1
2.4.1.149	1
2.4.1.150	1
2.4.1.151	1
2.4.1.152	1
2.4.1.153	1
2.4.1.154	1
2.4.1.155	1
2.4.1.156	1
2.4.1.157	1
2.4.1.158	1
2.4.1.159	1
2.4.1.160	1
2.4.1.161	1
2.4.1.162	1
2.4.1.163	1
2.4.1.164	1
2.4.1.165	1
2.4.1.166	1
2.4.1.167	1
2.4.1.168	1
2.4.1.169	1
2.4.1.170	1
2.4.1.171	1
2.4.1.172	1
2.4.1.173	1
2.4.1.174	1
2.4.1.175	1
2.4.1.176	1
2.4.1.177	1
2.4.1.178	1
2.4.1.179	1
2.4.1.180	1
2.4.1.181	1
2.4.1.182	1
2.4.1.183	1
2.4.1.184	1
2.4.1.185	1
2.4.1.186	1
2.4.1.187	1
2.4.1.188	1
2.4.1.189	1
2.4.1.190	1
2.4.1.191	1
2.4.1.192	1
2.4.1.193	1
2.4.1.194	1
2.4.1.195	1
2.4.1.196	1
2.4.1.197	1
2.4.1.198	1
2.4.1.199	1
2.4.1.200	1
2.4.1.201	1
2.4.1.202	1
2.4.1.203	1
2.4.1.204	1
2.4.1.205	1
2.4.1.206	1
2.4.1.207	1
2.4.1.208	1
2.4.1.209	1
2.4.1.210	1
2.4.1.211	1
2.4.1.212	1
2.4.1.213	1
2.4.1.214	1
2.4.1.215	1
2.4.1.216	1
2.4.1.217	1
2.4.1.218	1
2.4.1.219	1
2.4.1.220	1
2.4.1.221	1
2.4.1.222	1
2.4.1.223	1
2.4.1.224	1
2.4.1.225	1
2.4.1.226	1
2.4.1.227	1
2.4.1.228	1
2.4.1.229	1
2.4.1.230	1
2.4.1.231	1
2.4.1.232	1
2.4.1.233	1
2.4.1.234	1
2.4.1.235	1
2.4.1.236	1
2.4.1.237	1
2.4.1.238	1
2.4.1.239	1
2.4.1.240	1
2.4.1.241	1
2.4.1.242	1
2.4.1.243	1
2.4.1.244	1
2.4.1.245	1
2.4.1.246	1
2.4.1.247	1
2.4.1.248	1
2.4.1.249	1
2.4.1.250	1
2.4.1.251	1
2.4.1.252	1
2.4.1.253	1
2.4.1.254	1
2.4.1.255	1
2.4.1.256	1
2.4.1.257	1
2.4.1.258	1
2.4.1.259	1
2.4.1.260	1
2.4.1.261	1
2.4.1.262	1
2.4.1.263	1
2.4.1.264	1
2.4.1.265	1
2.4.1.266	1
2.4.1.267	1
2.4.1.268	1
2.4.1.269	1
2.4.1.270	1
2.4.1.271	1
2.4.1.272	1
2.4.1.273	1
2.4.1.274	1
2.4.1.275	1
2.4.1.276	1
2.4.1.277	1
2.4.1.278	1
2.4.1.279	1
2.4.1.280	1
2.4.1.281	1
2.4.1.282	1
2.4.1.283	1
2.4.1.284	1
2.4.1.285	1
2.4.1.286	1
2.4.1.287	1
2.4.1.288	1
2.4.1.289	1
2.4.1.290	1
2.4.1.291	1
2.4.1.292	1
2.4.1.293	1
2.4.1.294	1
2.4.1.295	1
2.4.1.296	1
2.4.1.297	1
2.4.1.298	1
2.4.1.299	1
2.4.1.300	1
2.4.1.301	1
2.4.1.302	1
2.4.1.303	1
2.4.1.304	1
2.4.1.305	1
2.4.1.306	1
2.4.1.307	1
2.4.1.308	1
2.4.1.309	1
2.4.1.310	1
2.4.1.311	1
2.4.1.312	1
2.4.1.313	1
2.4.1.314	1
2.4.1.315	1
2.4.1.316	1
2.4.1.317	1
2.4.1.318	1
2.4.1.319	1
2.4.1.320	1
2.4.1.321	1
2.4.1.322	1
2.4.1.323	1
2.4.1.324	1
2.4.1.325	1
2.4.1.326	1
2.4.1.327	1
2.4.1.328	1
2.4.1.329	1
2.4.1.330	1
2.4.1.331	1
2.4.1.332	1
2.4.1.333	1
2.4.1.334	1
2.4.1.335	1
2.4.1.336	1
2.4.1.337	1
2.4.1.338	1
2.4.1.339	1
2.4.1.340	1
2.4.1.341	1
2.4.1.342	1
2.4.1.343	1
2.4.1.344	1
2.4.1.345	1
2.4.1.346	1
2.4.1.347	1
2.4.1.348	1
2.4.1.349	1
2.4.1.350	1
2.4.1.351	1
2.4.1.352	1
2.4.1.353	1
2.4.1.354	1
2.4.1.355	1
2.4.1.356	1
2.4.1.357	1
2.4.1.358	1
2.4.1.359	1
2.4.1.360	1
2.4.1.361	1
2.4.1.362	1
2.4.1.363	1
2.4.1.364	1
2.4.1.365	1
2.4.1.366	1
2.4.1.367	1
2.4.1.368	1
2.4.1.369	1
2.4.1.370	1
2.4.1.371	1
2.4.1.372	1
2.4.1.373	1
2.4.1.374	1
2.4.1.375	1
2.4.1.376	1
2.4.2.1	0.5
2.4.2.2	1
2.4.2.3	1
2.4.2.B4	1
2.4.2.4	1
2.4.2.5	1
2.4.2.6	1
2.4.2.7	0.5
2.4.2.B7	1
2.4.2.8	0.5
2.4.2.9	0.5
2.4.2.10	1
2.4.2.11	1
2.4.2.B12	1
2.4.2.12	0.5
2.4.2.B13	1
2.4.2.13	1
2.4.2.14	1
2.4.2.15	1
2.4.2.16	1
2.4.2.17	1
2.4.2.B18	1
2.4.2.18	1
2.4.2.19	1
2.4.2.20	1
2.4.2.21	1
2.4.2.22	1
2.4.2.23	1
2.4.2.24	1
2.4.2.25	1
2.4.2.26	1
2.4.2.27	1
2.4.2.28	1
2.4.2.29	1
2.4.2.30	1
2.4.2.31	1
2.4.2.32	1
2.4.2.33	1
2.4.2.34	1
2.4.2.35	1
2.4.2.36	1
2.4.2.37	1
2.4.2.38	1
2.4.2.39	1
2.4.2.40	1
2.4.2.41	1
2.4.2.42	1
2.4.2.43	1
2.4.2.44	1
2.4.2.45	1
2.4.2.46	1
2.4.2.47	1
2.4.2.48	1
2.4.2.49	1
2.4.2.50	1
2.4.2.51	1
2.4.2.52	1
2.4.2.53	1
2.4.2.54	1
2.4.2.55	1
2.4.2.56	1
2.4.2.57	1
2.4.2.58	1
2.4.2.59	1
2.4.2.60	1
2.4.2.61	1
2.4.2.62	1
2.4.2.63	1
2.4.2.64	1
2.4.99.1	1
2.4.99.2	1
2.4.99.3	1
2.4.99.4	1
2.4.99.B5	1
2.4.99.5	1
2.4.99.B6	1
2.4.99.6	1
2.4.99.7	1
2.4.99.B7	1
2.4.99.8	1
2.4.99.9	1
2.4.99.10	1
2.4.99.11	1
2.4.99.12	1
2.4.99.13	1
2.4.99.14	1
2.4.99.15	1
2.4.99.16	1
2.4.99.17	1
2.4.99.18	1
2.4.99.19	1
2.4.99.20	1
2.4.99.21	1
2.4.99.22	1
2.5.1.1	1
2.5.1.B1	1
2.5.1.2	1
2.5.1.3	1
2.5.1.4	1
2.5.1.5	1
2.5.1.B6	1
2.5.1.6	5
2.5.1.7	1
2.5.1.8	1
2.5.1.9	1
2.5.1.B9	1
2.5.1.10	1
2.5.1.11	1
2.5.1.12	1
2.5.1.13	1
2.5.1.B14	1
2.5.1.14	1
2.5.1.15	1
2.5.1.16	1
2.5.1.17	1
2.5.1.18	1
2.5.1.19	5
2.5.1.20	1
2.5.1.B21	1
2.5.1.21	1
2.5.1.22	1
2.5.1.23	1
2.5.1.24	1
2.5.1.B25	1
2.5.1.25	1
2.5.1.26	1
2.5.1.27	1
2.5.1.28	1
2.5.1.29	1
2.5.1.30	1
2.5.1.B31	1
2.5.1.31	1
2.5.1.32	1
2.5.1.33	1
2.5.1.34	1
2.5.1.35	1
2.5.1.B35	1
2.5.1.36	1
2.5.1.37	1
2.5.1.38	1
2.5.1.39	1
2.5.1.40	1
2.5.1.41	1
2.5.1.B41	1
2.5.1.42	1
2.5.1.B43	1
2.5.1.43	1
2.5.1.44	1
2.5.1.B45	1
2.5.1.45	1
2.5.1.46	1
2.5.1.B46	1
2.5.1.47	1
2.5.1.48	1
2.5.1.49	1
2.5.1.50	1
2.5.1.51	1
2.5.1.52	1
2.5.1.53	1
2.5.1.54	5
2.5.1.55	5
2.5.1.56	1
2.5.1.57	1
2.5.1.58	1
2.5.1.59	1
2.5.1.60	1
2.5.1.61	1
2.5.1.62	1
2.5.1.63	1
2.5.1.64	1
2.5.1.65	1
2.5.1.66	1
2.5.1.67	1
2.5.1.68	1
2.5.1.69	1
2.5.1.70	1
2.5.1.71	1
2.5.1.72	1
2.5.1.73	1
2.5.1.74	1
2.5.1.75	1
2.5.1.76	1
2.5.1.77	1
2.5.1.78	1
2.5.1.79	1
2.5.1.80	1
2.5.1.81	1
2.5.1.82	1
2.5.1.83	1
2.5.1.84	1
2.5.1.85	1
2.5.1.86	1
2.5.1.87	1
2.5.1.88	1
2.5.1.89	1
2.5.1.90	1
2.5.1.91	1
2.5.1.92	1
2.5.1.93	1
2.5.1.94	1
2.5.1.95	1
2.5.1.96	1
2.5.1.97	1
2.5.1.98	1
2.5.1.99	1
2.5.1.100	1
2.5.1.101	1
2.5.1.102	1
2.5.1.103	1
2.5.1.104	1
2.5.1.105	1
2.5.1.106	1
2.5.1.107	1
2.5.1.108	1
2.5.1.109	1
2.5.1.110	1
2.5.1.111	1
2.5.1.112	1
2.5.1.113	1
2.5.1.114	1
2.5.1.115	1
2.5.1.116	1
2.5.1.117	1
2.5.1.118	1
2.5.1.119	1
2.5.1.120	1
2.5.1.121	1
2.5.1.122	1
2.5.1.123	1
2.5.1.124	1
2.5.1.125	1
2.5.1.126	1
2.5.1.127	1
2.5.1.128	1
2.5.1.129	1
2.5.1.130	1
2.5.1.131	1
2.5.1.132	1
2.5.1.133	1
2.5.1.134	1
2.5.1.135	1
2.5.1.136	1
2.5.1.137	1
2.5.1.138	1
2.5.1.139	1
2.5.1.140	1
2.5.1.141	1
2.5.1.142	1
2.5.1.143	1
2.5.1.144	1
2.5.1.145	0.5
2.5.1.146	1
2.5.1.147	1
2.5.1.148	1
2.5.1.149	1
2.5.1.150	1
2.5.1.151	1
2.5.1.152	1
2.5.1.153	1
2.6.1.1	1
2.6.1.2	1
2.6.1.B3	1
2.6.1.3	1
2.6.1.4	1
2.6.1.5	1
2.6.1.B6	1
2.6.1.6	1
2.6.1.7	1
2.6.1.8	1
2.6.1.9	1
2.6.1.10	1
2.6.1.11	1
2.6.1.12	1
2.6.1.13	1
2.6.1.14	1
2.6.1.15	1
2.6.1.B16	1
2.6.1.16	5
2.6.1.B17	1
2.6.1.17	1
2.6.1.B18	1
2.6.1.18	1
2.6.1.19	1
2.6.1.B19	1
2.6.1.B20	1
2.6.1.20	1
2.6.1.B21	1
2.6.1.21	5
2.6.1.22	1
2.6.1.B22	1
2.6.1.B23	1
2.6.1.23	1
2.6.1.24	1
2.6.1.25	1
2.6.1.26	1
2.6.1.27	1
2.6.1.28	1
2.6.1.29	1
2.6.1.30	1
2.6.1.31	1
2.6.1.32	1
2.6.1.33	1
2.6.1.34	1
2.6.1.35	1
2.6.1.36	1
2.6.1.37	1
2.6.1.38	1
2.6.1.39	1
2.6.1.40	1
2.6.1.41	1
2.6.1.42	1
2.6.1.43	1
2.6.1.44	1
2.6.1.45	1
2.6.1.46	1
2.6.1.47	1
2.6.1.48	1
2.6.1.49	1
2.6.1.50	1
2.6.1.51	1
2.6.1.52	1
2.6.1.53	1
2.6.1.54	1
2.6.1.55	1
2.6.1.56	1
2.6.1.57	1
2.6.1.58	1
2.6.1.59	1
2.6.1.60	1
2.6.1.61	1
2.6.1.62	1
2.6.1.63	1
2.6.1.64	1
2.6.1.65	1
2.6.1.66	1
2.6.1.67	1
2.6.1.68	1
2.6.1.69	1
2.6.1.70	1
2.6.1.71	1
2.6.1.72	1
2.6.1.73	1
2.6.1.74	1
2.6.1.75	1
2.6.1.76	1
2.6.1.77	1
2.6.1.78	1
2.6.1.79	1
2.6.1.80	1
2.6.1.81	1
2.6.1.82	1
2.6.1.83	1
2.6.1.84	1
2.6.1.85	1
2.6.1.86	1
2.6.1.87	1
2.6.1.88	1
2.6.1.89	1
2.6.1.90	1
2.6.1.91	1
2.6.1.92	1
2.6.1.93	1
2.6.1.94	1
2.6.1.95	1
2.6.1.96	1
2.6.1.97	1
2.6.1.98	1
2.6.1.99	1
2.6.1.100	1
2.6.1.101	1
2.6.1.102	1
2.6.1.103	1
2.6.1.104	1
2.6.1.105	1
2.6.1.106	1
2.6.1.107	1
2.6.1.108	1
2.6.1.109	1
2.6.1.110	1
2.6.1.111	1
2.6.1.112	1
2.6.1.113	1
2.6.1.114	1
2.6.1.115	1
2.6.1.116	1
2.6.1.117	1
2.6.1.118	1
2.6.1.119	1
2.6.2.1	1
2.6.3.1	1
2.6.99.1	1
2.6.99.2	1
2.6.99.3	1
2.6.99.4	1
2.7.1.1	1
2.7.1.2	1
2.7.1.3	1
2.7.1.4	1
2.7.1.5	1
2.7.1.6	1
2.7.1.B6	1
2.7.1.7	1
2.7.1.8	1
2.7.1.9	1
2.7.1.10	1
2.7.1.11	5
2.7.1.12	1
2.7.1.13	1
2.7.1.14	5
2.7.1.15	1
2.7.1.16	1
2.7.1.17	1
2.7.1.18	1
2.7.1.B19	1
2.7.1.19	1
2.7.1.20	1
2.7.1.B20	1
2.7.1.21	0.5
2.7.1.22	1
2.7.1.23	1
2.7.1.24	0.5
2.7.1.25	1
2.7.1.B26	1
2.7.1.26	1
2.7.1.27	1
2.7.1.B27	1
2.7.1.B28	1
2.7.1.28	1
2.7.1.B29	1
2.7.1.29	1
2.7.1.B30	1
2.7.1.30	0.5
2.7.1.31	1
2.7.1.32	0.5
2.7.1.33	1
2.7.1.34	1
2.7.1.35	1
2.7.1.36	1
2.7.1.37	1
2.7.1.38	1
2.7.1.39	1
2.7.1.40	0.5
2.7.1.41	1
2.7.1.42	1
2.7.1.43	1
2.7.1.44	1
2.7.1.45	1
2.7.1.46	1
2.7.1.47	1
2.7.1.48	0.5
2.7.1.49	1
2.7.1.50	1
2.7.1.51	1
2.7.1.52	1
2.7.1.53	1
2.7.1.54	1
2.7.1.55	1
2.7.1.56	1
2.7.1.57	1
2.7.1.58	1
2.7.1.59	1
2.7.1.60	1
2.7.1.61	1
2.7.1.62	1
2.7.1.63	1
2.7.1.64	1
2.7.1.65	1
2.7.1.66	1
2.7.1.67	1
2.7.1.68	1
2.7.1.69	0.5
2.7.1.70	1
2.7.1.71	1
2.7.1.72	1
2.7.1.73	1
2.7.1.74	1
2.7.1.75	1
2.7.1.76	1
2.7.1.77	1
2.7.1.78	5
2.7.1.79	1
2.7.1.80	1
2.7.1.81	1
2.7.1.82	1
2.7.1.83	1
2.7.1.84	1
2.7.1.85	1
2.7.1.86	1
2.7.1.87	1
2.7.1.88	1
2.7.1.89	1
2.7.1.90	1
2.7.1.91	1
2.7.1.92	1
2.7.1.93	1
2.7.1.94	1
2.7.1.95	1
2.7.1.96	1
2.7.1.97	1
2.7.1.98	1
2.7.1.99	1
2.7.1.100	1
2.7.1.101	1
2.7.1.102	1
2.7.1.103	1
2.7.1.104	1
2.7.1.105	1
2.7.1.106	1
2.7.1.107	1
2.7.1.108	1
2.7.1.109	1
2.7.1.110	1
2.7.1.111	1
2.7.1.112	1
2.7.1.113	1
2.7.1.114	1
2.7.1.115	1
2.7.1.116	1
2.7.1.117	1
2.7.1.118	1
2.7.1.119	1
2.7.1.120	1
2.7.1.121	1
2.7.1.122	1
2.7.1.123	1
2.7.1.124	1
2.7.1.125	1
2.7.1.126	1
2.7.1.127	1
2.7.1.128	1
2.7.1.129	1
2.7.1.130	1
2.7.1.131	1
2.7.1.132	1
2.7.1.133	1
2.7.1.134	1
2.7.1.135	1
2.7.1.136	1
2.7.1.137	1
2.7.1.138	1
2.7.1.139	1
2.7.1.140	1
2.7.1.141	1
2.7.1.142	1
2.7.1.143	1
2.7.1.144	1
2.7.1.145	1
2.7.1.146	1
2.7.1.147	1
2.7.1.148	1
2.7.1.149	1
2.7.1.150	1
2.7.1.151	1
2.7.1.152	1
2.7.1.153	1
2.7.1.154	1
2.7.1.155	1
2.7.1.156	1
2.7.1.157	1
2.7.1.158	1
2.7.1.159	1
2.7.1.160	1
2.7.1.161	1
2.7.1.162	1
2.7.1.163	1
2.7.1.164	1
2.7.1.165	1
2.7.1.166	1
2.7.1.167	1
2.7.1.168	1
2.7.1.169	1
2.7.1.170	1
2.7.1.171	1
2.7.1.172	1
2.7.1.173	1
2.7.1.174	1
2.7.1.175	1
2.7.1.176	1
2.7.1.177	1
2.7.1.178	1
2.7.1.179	1
2.7.1.180	1
2.7.1.181	1
2.7.1.182	1
2.7.1.183	1
2.7.1.184	1
2.7.1.185	1
2.7.1.186	1
2.7.1.187	1
2.7.1.188	1
2.7.1.189	1
2.7.1.190	1
2.7.1.191	1
2.7.1.192	1
2.7.1.193	1
2.7.1.194	1
2.7.1.195	1
2.7.1.196	1
2.7.1.197	1
2.7.1.198	1
2.7.1.199	1
2.7.1.200	1
2.7.1.201	1
2.7.1.202	0.5
2.7.1.203	1
2.7.1.204	1
2.7.1.205	1
2.7.1.206	1
2.7.1.207	1
2.7.1.208	1
2.7.1.209	1
2.7.1.210	1
2.7.1.211	1
2.7.1.212	1
2.7.1.213	1
2.7.1.214	1
2.7.1.215	1
2.7.1.216	1
2.7.1.217	1
2.7.1.218	1
2.7.1.219	1
2.7.1.220	1
2.7.1.221	1
2.7.1.222	1
2.7.1.223	1
2.7.1.224	1
2.7.1.225	1
2.7.1.226	1
2.7.1.227	1
2.7.1.228	1
2.7.1.229	1
2.7.1.230	1
2.7.1.231	1
2.7.2.1	0.5
2.7.2.2	1
2.7.2.3	0.3
2.7.2.4	1
2.7.2.5	1
2.7.2.6	1
2.7.2.7	1
2.7.2.8	1
2.7.2.9	1
2.7.2.10	1
2.7.2.11	1
2.7.2.12	1
2.7.2.13	1
2.7.2.14	1
2.7.2.15	1
2.7.2.16	1
2.7.2.17	1
2.7.3.1	1
2.7.3.2	1
2.7.3.3	1
2.7.3.4	1
2.7.3.5	1
2.7.3.6	1
2.7.3.7	1
2.7.3.8	1
2.7.3.9	0.5
2.7.3.10	1
2.7.3.11	1
2.7.3.12	1
2.7.3.13	1
2.7.4.1	1
2.7.4.B1	1
2.7.4.2	1
2.7.4.3	0.5
2.7.4.B4	1
2.7.4.4	1
2.7.4.5	1
2.7.4.6	1
2.7.4.7	1
2.7.4.8	0.5
2.7.4.9	0.5
2.7.4.10	1
2.7.4.11	1
2.7.4.12	1
2.7.4.13	1
2.7.4.14	1
2.7.4.15	1
2.7.4.16	1
2.7.4.17	1
2.7.4.18	1
2.7.4.19	1
2.7.4.20	1
2.7.4.21	1
2.7.4.22	0.5
2.7.4.23	1
2.7.4.24	1
2.7.4.25	0.5
2.7.4.26	1
2.7.4.27	1
2.7.4.28	1
2.7.4.29	1
2.7.4.30	1
2.7.4.31	1
2.7.4.32	1
2.7.4.33	1
2.7.5.1	1
2.7.5.2	1
2.7.5.3	1
2.7.5.4	1
2.7.5.5	1
2.7.5.6	1
2.7.5.7	1
2.7.6.1	0.5
2.7.6.2	1
2.7.6.3	1
2.7.6.4	1
2.7.6.5	0.5
2.7.7.1	1
2.7.7.2	0.5
2.7.7.3	1
2.7.7.B3	1
2.7.7.B4	1
2.7.7.4	1
2.7.7.B5	1
2.7.7.5	1
2.7.7.6	0.5
2.7.7.7	5
2.7.7.8	1
2.7.7.9	0.5
2.7.7.10	1
2.7.7.11	1
2.7.7.12	1
2.7.7.13	1
2.7.7.14	1
2.7.7.15	1
2.7.7.B16	0.5
2.7.7.16	1
2.7.7.B17	1
2.7.7.17	1
2.7.7.B18	1
2.7.7.18	1
2.7.7.B19	1
2.7.7.19	1
2.7.7.B20	1
2.7.7.20	1
2.7.7.B21	1
2.7.7.21	1
2.7.7.22	1
2.7.7.B22	1
2.7.7.B23	1
2.7.7.23	1
2.7.7.B24	1
2.7.7.24	1
2.7.7.25	1
2.7.7.26	1
2.7.7.27	1
2.7.7.28	1
2.7.7.29	1
2.7.7.30	1
2.7.7.31	1
2.7.7.32	1
2.7.7.33	1
2.7.7.34	1
2.7.7.35	1
2.7.7.36	1
2.7.7.37	1
2.7.7.38	1
2.7.7.39	1
2.7.7.40	1
2.7.7.41	0.5
2.7.7.42	1
2.7.7.43	1
2.7.7.44	1
2.7.7.45	1
2.7.7.46	1
2.7.7.47	1
2.7.7.48	5
2.7.7.49	1
2.7.7.50	1
2.7.7.51	1
2.7.7.52	1
2.7.7.53	1
2.7.7.54	1
2.7.7.55	1
2.7.7.56	1
2.7.7.57	1
2.7.7.58	1
2.7.7.59	1
2.7.7.60	1
2.7.7.61	1
2.7.7.62	1
2.7.7.63	1
2.7.7.64	1
2.7.7.65	1
2.7.7.66	1
2.7.7.67	1
2.7.7.68	1
2.7.7.69	1
2.7.7.70	1
2.7.7.71	1
2.7.7.72	1
2.7.7.73	1
2.7.7.74	1
2.7.7.75	1
2.7.7.76	1
2.7.7.77	1
2.7.7.78	1
2.7.7.79	1
2.7.7.80	1
2.7.7.81	1
2.7.7.82	1
2.7.7.83	1
2.7.7.84	1
2.7.7.85	1
2.7.7.86	1
2.7.7.87	1
2.7.7.88	1
2.7.7.89	1
2.7.7.90	1
2.7.7.91	1
2.7.7.92	1
2.7.7.93	1
2.7.7.94	1
2.7.7.95	1
2.7.7.96	1
2.7.7.97	1
2.7.7.98	1
2.7.7.99	1
2.7.7.100	1
2.7.7.101	1
2.7.7.102	1
2.7.7.103	1
2.7.7.104	1
2.7.7.105	1
2.7.7.106	1
2.7.8.1	1
2.7.8.2	1
2.7.8.B2	1
2.7.8.3	1
2.7.8.4	1
2.7.8.5	0.5
2.7.8.6	1
2.7.8.7	0.5
2.7.8.8	1
2.7.8.9	1
2.7.8.B10	1
2.7.8.10	1
2.7.8.B11	1
2.7.8.11	1
2.7.8.12	1
2.7.8.B13	1
2.7.8.13	5
2.7.8.14	1
2.7.8.B14	1
2.7.8.B15	1
2.7.8.15	1
2.7.8.16	1
2.7.8.17	1
2.7.8.18	1
2.7.8.19	1
2.7.8.20	1
2.7.8.21	1
2.7.8.22	1
2.7.8.23	1
2.7.8.24	1
2.7.8.25	1
2.7.8.26	1
2.7.8.27	1
2.7.8.28	1
2.7.8.29	1
2.7.8.30	1
2.7.8.31	1
2.7.8.32	1
2.7.8.33	1
2.7.8.34	1
2.7.8.35	1
2.7.8.36	1
