EC number	Scoring Based on Function
2.7.8.37	1
2.7.8.38	1
2.7.8.39	1
2.7.8.40	1
2.7.8.41	1
2.7.8.42	1
2.7.8.43	1
2.7.8.44	1
2.7.8.45	1
2.7.8.46	1
2.7.8.47	1
2.7.9.1	1
2.7.9.2	1
2.7.9.3	1
2.7.9.4	1
2.7.9.5	1
2.7.9.6	1
2.7.10.1	1
2.7.10.2	1
2.7.11.1	0.5
2.7.11.B1	1
2.7.11.2	1
2.7.11.3	1
2.7.11.4	1
2.7.11.5	1
2.7.11.6	1
2.7.11.7	1
2.7.11.8	1
2.7.11.9	1
2.7.11.10	1
2.7.11.11	1
2.7.11.12	1
2.7.11.13	1
2.7.11.14	1
2.7.11.15	1
2.7.11.16	1
2.7.11.17	1
2.7.11.18	1
2.7.11.19	1
2.7.11.20	1
2.7.11.21	1
2.7.11.22	1
2.7.11.23	1
2.7.11.24	1
2.7.11.25	1
2.7.11.26	1
2.7.11.27	1
2.7.11.28	1
2.7.11.29	1
2.7.11.30	1
2.7.11.31	1
2.7.11.32	1
2.7.11.33	1
2.7.12.1	1
2.7.12.2	1
2.7.13.1	1
2.7.13.2	1
2.7.13.3	1
2.7.14.1	1
2.7.99.B1	1
2.7.99.1	1
2.8.1.1	1
2.8.1.2	1
2.8.1.B2	1
2.8.1.3	1
2.8.1.B3	1
2.8.1.4	1
2.8.1.5	1
2.8.1.6	1
2.8.1.7	1
2.8.1.8	1
2.8.1.9	1
2.8.1.10	1
2.8.1.11	1
2.8.1.12	1
2.8.1.13	1
2.8.1.14	0.5
2.8.1.15	1
2.8.1.16	1
2.8.2.B1	1
2.8.2.1	1
2.8.2.2	1
2.8.2.3	1
2.8.2.4	1
2.8.2.5	1
2.8.2.B5	1
2.8.2.6	1
2.8.2.7	1
2.8.2.8	1
2.8.2.9	1
2.8.2.10	1
2.8.2.11	1
2.8.2.12	1
2.8.2.13	1
2.8.2.14	1
2.8.2.15	1
2.8.2.16	1
2.8.2.17	1
2.8.2.18	1
2.8.2.19	1
2.8.2.20	1
2.8.2.21	1
2.8.2.22	1
2.8.2.23	1
2.8.2.24	1
2.8.2.25	1
2.8.2.26	1
2.8.2.27	1
2.8.2.28	1
2.8.2.29	1
2.8.2.30	1
2.8.2.31	1
2.8.2.32	1
2.8.2.33	1
2.8.2.34	1
2.8.2.35	1
2.8.2.36	1
2.8.2.37	1
2.8.2.38	1
2.8.2.39	1
2.8.3.B1	1
2.8.3.1	1
2.8.3.2	1
2.8.3.3	1
2.8.3.4	1
2.8.3.5	1
2.8.3.6	1
2.8.3.7	1
2.8.3.8	1
2.8.3.9	1
2.8.3.10	1
2.8.3.11	1
2.8.3.12	1
2.8.3.13	1
2.8.3.14	1
2.8.3.15	1
2.8.3.16	1
2.8.3.17	1
2.8.3.18	1
2.8.3.19	1
2.8.3.20	1
2.8.3.21	1
2.8.3.22	1
2.8.3.23	1
2.8.3.24	1
2.8.3.25	1
2.8.3.26	1
2.8.4.1	1
2.8.4.2	1
2.8.4.3	1
2.8.4.4	1
2.8.4.5	1
2.8.5.1	1
2.8.5.2	1
2.9.1.1	1
2.9.1.2	1
2.9.1.3	1
2.10.1.1	1
3.1.1.1	1
3.1.1.2	1
3.1.1.3	5
3.1.1.4	1
3.1.1.5	1
3.1.1.6	1
3.1.1.7	1
3.1.1.8	1
3.1.1.9	1
3.1.1.B10	1
3.1.1.10	1
3.1.1.B11	1
3.1.1.11	1
3.1.1.12	1
3.1.1.13	1
3.1.1.14	1
3.1.1.15	1
3.1.1.16	1
3.1.1.17	1
3.1.1.18	1
3.1.1.19	1
3.1.1.20	1
3.1.1.21	1
3.1.1.22	1
3.1.1.23	5
3.1.1.24	1
3.1.1.25	1
3.1.1.26	1
3.1.1.27	1
3.1.1.28	1
3.1.1.29	0.5
3.1.1.30	1
3.1.1.31	1
3.1.1.32	1
3.1.1.33	1
3.1.1.34	1
3.1.1.35	5
3.1.1.36	1
3.1.1.37	1
3.1.1.38	1
3.1.1.39	1
3.1.1.40	1
3.1.1.41	1
3.1.1.42	1
3.1.1.43	1
3.1.1.44	1
3.1.1.45	1
3.1.1.46	1
3.1.1.47	1
3.1.1.48	1
3.1.1.49	1
3.1.1.50	1
3.1.1.51	1
3.1.1.52	1
3.1.1.53	1
3.1.1.54	1
3.1.1.55	1
3.1.1.56	1
3.1.1.57	1
3.1.1.58	1
3.1.1.59	1
3.1.1.60	1
3.1.1.61	1
3.1.1.62	1
3.1.1.63	1
3.1.1.64	1
3.1.1.65	1
3.1.1.66	1
3.1.1.67	1
3.1.1.68	1
3.1.1.69	1
3.1.1.70	1
3.1.1.71	1
3.1.1.72	1
3.1.1.73	1
3.1.1.74	1
3.1.1.75	5
3.1.1.76	1
3.1.1.77	1
3.1.1.78	1
3.1.1.79	1
3.1.1.80	1
3.1.1.81	5
3.1.1.82	1
3.1.1.83	1
3.1.1.84	1
3.1.1.85	1
3.1.1.86	1
3.1.1.87	1
3.1.1.88	1
3.1.1.89	1
3.1.1.90	1
3.1.1.91	1
3.1.1.92	1
3.1.1.93	1
3.1.1.94	1
3.1.1.95	1
3.1.1.96	1
3.1.1.97	1
3.1.1.98	1
3.1.1.99	1
3.1.1.100	1
3.1.1.101	5
3.1.1.102	5
3.1.1.103	1
3.1.1.104	1
3.1.1.105	1
3.1.1.106	1
3.1.1.107	1
3.1.1.108	1
3.1.1.109	1
3.1.1.110	1
3.1.1.111	1
3.1.1.112	1
3.1.1.113	1
3.1.1.114	1
3.1.1.115	1
3.1.2.1	1
3.1.2.2	1
3.1.2.3	1
3.1.2.4	1
3.1.2.B5	1
3.1.2.5	1
3.1.2.6	1
3.1.2.7	1
3.1.2.8	1
3.1.2.9	1
3.1.2.10	1
3.1.2.11	1
3.1.2.12	1
3.1.2.13	1
3.1.2.14	1
3.1.2.15	1
3.1.2.16	1
3.1.2.17	1
3.1.2.18	1
3.1.2.19	1
3.1.2.20	1
3.1.2.21	1
3.1.2.22	1
3.1.2.23	1
3.1.2.24	1
3.1.2.25	1
3.1.2.26	1
3.1.2.27	1
3.1.2.28	1
3.1.2.29	1
3.1.2.30	1
3.1.2.31	1
3.1.2.32	1
3.1.3.1	1
3.1.3.2	1
3.1.3.3	1
3.1.3.4	1
3.1.3.B4	1
3.1.3.5	5
3.1.3.6	1
3.1.3.7	1
3.1.3.8	5
3.1.3.B8	1
3.1.3.9	1
3.1.3.B9	1
3.1.3.10	1
3.1.3.11	5
3.1.3.12	1
3.1.3.13	1
3.1.3.B13	1
3.1.3.B14	1
3.1.3.14	1
3.1.3.15	1
3.1.3.16	0.5
3.1.3.17	1
3.1.3.18	1
3.1.3.19	1
3.1.3.20	1
3.1.3.21	1
3.1.3.22	1
3.1.3.23	1
3.1.3.24	1
3.1.3.25	1
3.1.3.26	5
3.1.3.27	1
3.1.3.28	1
3.1.3.29	1
3.1.3.30	1
3.1.3.31	1
3.1.3.32	1
3.1.3.33	1
3.1.3.34	1
3.1.3.35	1
3.1.3.36	1
3.1.3.37	1
3.1.3.38	1
3.1.3.39	1
3.1.3.40	1
3.1.3.41	1
3.1.3.42	1
3.1.3.43	1
3.1.3.44	1
3.1.3.45	1
3.1.3.46	1
3.1.3.47	1
3.1.3.48	1
3.1.3.49	1
3.1.3.50	1
3.1.3.51	1
3.1.3.52	1
3.1.3.53	1
3.1.3.54	1
3.1.3.55	1
3.1.3.56	1
3.1.3.57	1
3.1.3.58	1
3.1.3.59	1
3.1.3.60	1
3.1.3.61	1
3.1.3.62	1
3.1.3.63	1
3.1.3.64	1
3.1.3.65	1
3.1.3.66	1
3.1.3.67	1
3.1.3.68	1
3.1.3.69	1
3.1.3.70	1
3.1.3.71	1
3.1.3.72	1
3.1.3.73	1
3.1.3.74	1
3.1.3.75	1
3.1.3.76	1
3.1.3.77	1
3.1.3.78	1
3.1.3.79	1
3.1.3.80	1
3.1.3.81	1
3.1.3.82	1
3.1.3.83	1
3.1.3.84	1
3.1.3.85	1
3.1.3.86	1
3.1.3.87	1
3.1.3.88	1
3.1.3.89	1
3.1.3.90	1
3.1.3.91	1
3.1.3.92	1
3.1.3.93	1
3.1.3.94	1
3.1.3.95	1
3.1.3.96	1
3.1.3.97	1
3.1.3.98	1
3.1.3.99	1
3.1.3.100	0.5
3.1.3.101	1
3.1.3.102	1
3.1.3.103	1
3.1.3.104	1
3.1.3.105	1
3.1.3.106	1
3.1.3.107	1
3.1.3.108	1
3.1.4.1	1
3.1.4.2	1
3.1.4.3	1
3.1.4.4	1
3.1.4.B4	1
3.1.4.5	1
3.1.4.6	1
3.1.4.7	1
3.1.4.8	1
3.1.4.9	1
3.1.4.10	1
3.1.4.11	1
3.1.4.12	1
3.1.4.13	1
3.1.4.14	0.5
3.1.4.15	1
3.1.4.16	5
3.1.4.17	1
3.1.4.18	1
3.1.4.19	1
3.1.4.20	1
3.1.4.21	1
3.1.4.22	1
3.1.4.23	1
3.1.4.24	1
3.1.4.25	1
3.1.4.26	1
3.1.4.27	1
3.1.4.28	1
3.1.4.29	1
3.1.4.30	1
3.1.4.31	1
3.1.4.32	1
3.1.4.33	1
3.1.4.34	1
3.1.4.35	1
3.1.4.36	1
3.1.4.37	1
3.1.4.38	1
3.1.4.39	1
3.1.4.40	1
3.1.4.41	1
3.1.4.42	1
3.1.4.43	1
3.1.4.44	1
3.1.4.45	1
3.1.4.46	0.5
3.1.4.47	1
3.1.4.48	1
3.1.4.49	1
3.1.4.50	1
3.1.4.51	1
3.1.4.52	1
3.1.4.53	1
3.1.4.54	1
3.1.4.55	1
3.1.4.56	1
3.1.4.57	1
3.1.4.58	1
3.1.4.59	1
3.1.4.60	1
3.1.5.1	1
3.1.5.B1	1
3.1.6.1	1
3.1.6.B2	1
3.1.6.2	1
3.1.6.3	1
3.1.6.4	1
3.1.6.5	1
3.1.6.6	1
3.1.6.7	1
3.1.6.8	1
3.1.6.9	1
3.1.6.10	1
3.1.6.11	1
3.1.6.12	1
3.1.6.13	1
3.1.6.14	1
3.1.6.15	1
3.1.6.16	1
3.1.6.17	1
3.1.6.18	1
3.1.6.19	1
3.1.6.20	1
3.1.7.1	1
3.1.7.2	1
3.1.7.3	1
3.1.7.4	1
3.1.7.5	1
3.1.7.6	1
3.1.7.7	1
3.1.7.8	1
3.1.7.9	1
3.1.7.10	1
3.1.7.11	1
3.1.7.12	1
3.1.8.1	1
3.1.8.2	1
3.1.11.1	1
3.1.11.2	1
3.1.11.3	1
3.1.11.4	5
3.1.11.5	1
3.1.11.6	1
3.1.11.7	1
3.1.11.8	1
3.1.12.1	1
3.1.12.2	1
3.1.13.B1	1
3.1.13.1	1
3.1.13.2	1
3.1.13.3	1
3.1.13.4	1
3.1.13.5	1
3.1.14.1	1
3.1.15.B1	1
3.1.15.1	1
3.1.16.1	1
3.1.21.1	1
3.1.21.B1	1
3.1.21.2	1
3.1.21.B2	1
3.1.21.B3	1
3.1.21.3	1
3.1.21.4	1
3.1.21.5	1
3.1.21.6	1
3.1.21.7	1
3.1.21.8	1
3.1.21.9	1
3.1.22.1	1
3.1.22.2	1
3.1.22.3	1
3.1.22.4	1
3.1.22.5	1
3.1.25.1	1
3.1.25.2	1
3.1.26.1	1
3.1.26.2	1
3.1.26.3	0.5
3.1.26.4	0.5
3.1.26.5	0.5
3.1.26.6	1
3.1.26.7	1
3.1.26.8	5
3.1.26.9	1
3.1.26.10	1
3.1.26.11	1
3.1.26.12	1
3.1.26.13	1
3.1.27.B1	1
3.1.27.1	1
3.1.27.2	1
3.1.27.3	1
3.1.27.4	1
3.1.27.5	1
3.1.27.6	1
3.1.27.7	1
3.1.27.8	1
3.1.27.9	1
3.1.27.10	1
3.1.30.1	1
3.1.30.2	1
3.1.31.1	1
3.1.99.B1	1
3.1.99.B2	1
3.1.99.B3	1
3.1.99.B4	1
3.1.99.B5	1
3.1.99.B6	1
3.2.1.1	5
3.2.1.B1	5
3.2.1.2	1
3.2.1.3	5
3.2.1.B3	1
3.2.1.4	5
3.2.1.5	1
3.2.1.6	1
3.2.1.7	1
3.2.1.8	5
3.2.1.B8	1
3.2.1.9	1
3.2.1.10	1
3.2.1.11	1
3.2.1.12	1
3.2.1.13	1
3.2.1.14	5
3.2.1.15	5
3.2.1.16	1
3.2.1.B16	1
3.2.1.17	5
3.2.1.18	1
3.2.1.19	1
3.2.1.20	5
3.2.1.21	1
3.2.1.22	5
3.2.1.23	5
3.2.1.B23	1
3.2.1.24	1
3.2.1.25	5
3.2.1.26	1
3.2.1.B26	1
3.2.1.27	1
3.2.1.28	1
3.2.1.B28	1
3.2.1.29	1
3.2.1.30	1
3.2.1.31	1
3.2.1.B31	1
3.2.1.32	5
3.2.1.B32	1
3.2.1.33	1
3.2.1.B33	1
3.2.1.34	1
3.2.1.B34	1
3.2.1.35	1
3.2.1.B35	1
3.2.1.36	5
3.2.1.B36	1
3.2.1.B37	1
3.2.1.37	1
3.2.1.38	1
3.2.1.39	1
3.2.1.40	5
3.2.1.B40	1
3.2.1.41	5
3.2.1.B41	1
3.2.1.B42	1
3.2.1.42	1
3.2.1.43	1
3.2.1.B43	1
3.2.1.44	1
3.2.1.B44	1
3.2.1.45	1
3.2.1.46	1
3.2.1.B47	1
3.2.1.47	1
3.2.1.B48	1
3.2.1.48	1
3.2.1.49	1
3.2.1.50	1
3.2.1.51	1
3.2.1.52	5
3.2.1.53	5
3.2.1.54	5
3.2.1.55	1
3.2.1.56	1
3.2.1.57	1
3.2.1.58	1
3.2.1.59	1
3.2.1.60	5
3.2.1.61	1
3.2.1.62	1
3.2.1.63	1
3.2.1.64	1
3.2.1.65	1
3.2.1.66	1
3.2.1.67	5
3.2.1.68	5
3.2.1.69	1
3.2.1.70	1
3.2.1.71	1
3.2.1.72	1
3.2.1.73	5
3.2.1.74	1
3.2.1.75	1
3.2.1.76	1
3.2.1.77	1
3.2.1.78	5
3.2.1.79	1
3.2.1.80	1
3.2.1.81	5
3.2.1.82	1
3.2.1.83	5
3.2.1.84	1
3.2.1.85	1
3.2.1.86	1
3.2.1.87	1
3.2.1.88	1
3.2.1.89	1
3.2.1.90	1
3.2.1.91	1
3.2.1.92	1
3.2.1.93	1
3.2.1.94	1
3.2.1.95	1
3.2.1.96	1
3.2.1.97	5
3.2.1.98	1
3.2.1.99	1
3.2.1.100	1
3.2.1.101	1
3.2.1.102	1
3.2.1.103	1
3.2.1.104	1
3.2.1.105	1
3.2.1.106	1
3.2.1.107	1
3.2.1.108	1
3.2.1.109	1
3.2.1.110	1
3.2.1.111	1
3.2.1.112	1
3.2.1.113	5
3.2.1.114	1
3.2.1.115	1
3.2.1.116	1
3.2.1.117	1
3.2.1.118	1
3.2.1.119	1
3.2.1.120	1
3.2.1.121	1
3.2.1.122	1
3.2.1.123	1
3.2.1.124	1
3.2.1.125	1
3.2.1.126	1
3.2.1.127	1
3.2.1.128	1
3.2.1.129	1
3.2.1.130	1
3.2.1.131	1
3.2.1.132	5
3.2.1.133	1
3.2.1.134	1
3.2.1.135	1
3.2.1.136	1
3.2.1.137	1
3.2.1.138	1
3.2.1.139	1
3.2.1.140	1
3.2.1.141	1
3.2.1.142	1
3.2.1.143	1
3.2.1.144	1
3.2.1.145	1
3.2.1.146	1
3.2.1.147	1
3.2.1.148	1
3.2.1.149	1
3.2.1.150	1
3.2.1.151	1
3.2.1.152	1
3.2.1.153	1
3.2.1.154	1
3.2.1.155	1
3.2.1.156	1
3.2.1.157	1
3.2.1.158	1
3.2.1.159	5
3.2.1.160	1
3.2.1.161	1
3.2.1.162	5
3.2.1.163	1
3.2.1.164	1
3.2.1.165	1
3.2.1.166	1
3.2.1.167	1
3.2.1.168	1
3.2.1.169	1
3.2.1.170	1
3.2.1.171	1
3.2.1.172	1
3.2.1.173	1
3.2.1.174	1
3.2.1.175	1
3.2.1.176	1
3.2.1.177	1
3.2.1.178	1
3.2.1.179	5
3.2.1.180	1
3.2.1.181	1
3.2.1.182	1
3.2.1.183	1
3.2.1.184	1
3.2.1.185	1
3.2.1.186	1
3.2.1.187	1
3.2.1.188	1
3.2.1.189	1
3.2.1.190	1
3.2.1.191	1
3.2.1.192	1
3.2.1.193	1
3.2.1.194	1
3.2.1.195	1
3.2.1.196	1
3.2.1.197	1
3.2.1.198	1
3.2.1.199	1
3.2.1.200	1
3.2.1.201	1
3.2.1.202	1
3.2.1.203	1
3.2.1.204	1
3.2.1.205	1
3.2.1.206	1
3.2.1.207	1
3.2.1.208	1
3.2.1.209	1
3.2.1.210	1
3.2.1.211	1
3.2.1.212	1
3.2.1.213	1
3.2.1.214	1
3.2.2.1	1
3.2.2.2	1
3.2.2.3	1
3.2.2.4	1
3.2.2.B5	1
3.2.2.5	1
3.2.2.6	1
3.2.2.B6	1
3.2.2.7	1
3.2.2.8	1
3.2.2.9	1
3.2.2.10	1
3.2.2.11	1
3.2.2.12	1
3.2.2.13	1
3.2.2.14	1
3.2.2.15	1
3.2.2.16	1
3.2.2.17	1
3.2.2.18	1
3.2.2.19	1
3.2.2.20	1
3.2.2.21	1
3.2.2.22	1
3.2.2.23	0.5
3.2.2.24	1
3.2.2.25	1
3.2.2.26	1
3.2.2.27	1
3.2.2.28	1
3.2.2.29	1
3.2.2.30	1
3.2.2.31	1
3.2.3.1	1
3.3.1.1	1
3.3.1.B1	1
3.3.1.2	5
3.3.1.3	1
3.3.2.B1	1
3.3.2.1	1
3.3.2.2	1
3.3.2.3	1
3.3.2.4	1
3.3.2.5	1
3.3.2.6	1
3.3.2.7	1
3.3.2.8	1
3.3.2.9	1
3.3.2.10	1
3.3.2.11	1
3.3.2.12	1
3.3.2.13	1
3.3.2.14	1
3.3.2.15	1
3.4.1.1	1
3.4.1.2	1
3.4.1.3	1
3.4.1.4	1
3.4.2.1	1
3.4.2.2	1
3.4.2.3	1
3.4.3.1	1
3.4.3.2	1
3.4.3.3	1
3.4.3.4	1
3.4.3.5	1
3.4.3.6	1
3.4.3.7	1
3.4.4.1	1
3.4.4.2	1
3.4.4.3	1
3.4.4.4	1
3.4.4.5	1
3.4.4.6	1
3.4.4.7	1
3.4.4.8	1
3.4.4.9	1
3.4.4.10	1
3.4.4.11	1
3.4.4.12	1
3.4.4.13	1
3.4.4.14	1
3.4.4.15	1
3.4.4.16	1
3.4.4.17	1
3.4.4.18	1
3.4.4.19	1
3.4.4.20	1
3.4.4.21	1
3.4.4.22	1
3.4.4.23	1
3.4.4.24	1
3.4.4.25	1
3.4.11.1	5
3.4.11.2	1
3.4.11.3	1
3.4.11.B3	1
3.4.11.B4	1
3.4.11.4	1
3.4.11.5	0.5
3.4.11.B5	1
3.4.11.6	1
3.4.11.B6	1
3.4.11.B7	1
3.4.11.7	1
3.4.11.B8	1
3.4.11.8	1
3.4.11.B9	1
3.4.11.9	1
3.4.11.10	1
3.4.11.11	1
3.4.11.12	1
3.4.11.13	1
3.4.11.14	1
3.4.11.15	1
3.4.11.16	1
3.4.11.17	1
3.4.11.18	0.5
3.4.11.19	1
3.4.11.20	1
3.4.11.21	1
3.4.11.22	1
3.4.11.23	1
3.4.11.24	1
3.4.11.25	1
3.4.11.26	1
3.4.13.1	1
3.4.13.2	1
3.4.13.3	1
3.4.13.4	1
3.4.13.5	1
3.4.13.6	1
3.4.13.7	1
3.4.13.8	1
3.4.13.9	1
3.4.13.10	1
3.4.13.11	1
3.4.13.12	1
3.4.13.13	1
3.4.13.14	1
3.4.13.15	1
3.4.13.16	1
3.4.13.17	1
3.4.13.18	1
3.4.13.19	1
3.4.13.20	1
3.4.13.21	1
3.4.13.22	1
3.4.13.23	1
3.4.14.1	1
3.4.14.2	1
3.4.14.3	1
3.4.14.4	1
3.4.14.5	1
3.4.14.6	1
3.4.14.7	1
3.4.14.8	1
3.4.14.9	1
3.4.14.10	1
3.4.14.11	1
3.4.14.12	1
3.4.14.13	1
3.4.15.1	1
3.4.15.2	1
3.4.15.3	1
3.4.15.4	1
3.4.15.5	1
3.4.15.6	1
3.4.16.1	1
3.4.16.2	1
3.4.16.3	1
3.4.16.4	1
3.4.16.5	1
3.4.16.6	1
3.4.17.1	1
3.4.17.B1	1
3.4.17.2	1
3.4.17.3	1
3.4.17.4	1
3.4.17.B4	1
3.4.17.5	1
3.4.17.B5	1
3.4.17.6	1
3.4.17.7	1
3.4.17.8	1
3.4.17.9	1
3.4.17.10	1
3.4.17.11	1
3.4.17.12	1
3.4.17.13	1
3.4.17.14	1
3.4.17.15	1
3.4.17.16	1
3.4.17.17	1
3.4.17.18	1
3.4.17.19	1
3.4.17.20	1
3.4.17.21	1
3.4.17.22	1
3.4.17.23	1
3.4.17.24	1
3.4.18.1	1
3.4.19.1	1
3.4.19.2	1
3.4.19.3	1
3.4.19.4	1
3.4.19.5	1
3.4.19.6	1
3.4.19.7	1
3.4.19.8	1
3.4.19.9	5
3.4.19.10	1
3.4.19.11	1
3.4.19.12	1
3.4.19.13	1
3.4.19.14	1
3.4.19.15	1
3.4.19.16	1
3.4.21.1	1
3.4.21.B1	1
3.4.21.2	1
3.4.21.B2	1
3.4.21.B3	1
3.4.21.3	1
3.4.21.B4	1
3.4.21.4	1
3.4.21.B5	1
3.4.21.5	1
3.4.21.6	1
3.4.21.B6	5
3.4.21.B7	1
3.4.21.7	1
3.4.21.8	1
3.4.21.9	1
3.4.21.10	1
3.4.21.B10	1
3.4.21.11	1
3.4.21.12	1
3.4.21.B12	1
3.4.21.13	1
3.4.21.14	1
3.4.21.15	1
3.4.21.16	1
3.4.21.17	1
3.4.21.18	1
3.4.21.19	1
3.4.21.20	1
3.4.21.21	1
3.4.21.B21	1
3.4.21.22	1
3.4.21.23	1
3.4.21.B24	1
3.4.21.24	1
3.4.21.25	1
3.4.21.B25	1
3.4.21.26	1
3.4.21.B26	1
3.4.21.27	1
3.4.21.B27	1
3.4.21.28	1
3.4.21.B28	1
3.4.21.29	1
3.4.21.30	1
3.4.21.B30	1
3.4.21.31	1
3.4.21.32	1
3.4.21.33	1
3.4.21.34	1
3.4.21.B34	1
3.4.21.35	1
3.4.21.36	1
3.4.21.37	1
3.4.21.38	1
3.4.21.39	1
3.4.21.B39	1
3.4.21.B40	1
3.4.21.40	1
3.4.21.41	1
3.4.21.B41	1
3.4.21.42	1
3.4.21.B42	1
3.4.21.43	1
3.4.21.B43	1
3.4.21.44	1
3.4.21.45	1
3.4.21.B45	1
3.4.21.46	1
3.4.21.47	1
3.4.21.48	1
3.4.21.B48	1
3.4.21.B49	1
3.4.21.49	1
3.4.21.B50	1
3.4.21.50	1
3.4.21.51	1
3.4.21.52	1
3.4.21.B52	1
3.4.21.53	0.5
3.4.21.54	1
3.4.21.B54	1
3.4.21.B55	1
3.4.21.55	1
3.4.21.56	1
3.4.21.B56	1
3.4.21.57	1
3.4.21.B57	1
3.4.21.B58	1
3.4.21.58	1
3.4.21.B59	1
3.4.21.59	1
3.4.21.B60	1
3.4.21.60	1
3.4.21.61	1
3.4.21.B61	1
3.4.21.62	5
3.4.21.63	1
3.4.21.64	1
3.4.21.65	1
3.4.21.66	1
3.4.21.67	1
3.4.21.68	1
3.4.21.69	1
3.4.21.70	1
3.4.21.71	1
3.4.21.72	1
3.4.21.73	1
3.4.21.74	1
3.4.21.75	1
3.4.21.76	1
3.4.21.77	1
3.4.21.78	1
3.4.21.79	1
3.4.21.80	1
3.4.21.81	1
3.4.21.82	1
3.4.21.83	1
3.4.21.84	1
3.4.21.85	1
3.4.21.86	1
3.4.21.87	1
3.4.21.88	1
3.4.21.89	1
3.4.21.90	1
3.4.21.91	1
3.4.21.92	1
3.4.21.93	1
3.4.21.94	1
3.4.21.95	1
3.4.21.96	1
3.4.21.97	1
3.4.21.98	1
3.4.21.99	1
3.4.21.100	1
3.4.21.101	1
3.4.21.102	1
3.4.21.103	1
3.4.21.104	1
3.4.21.105	1
3.4.21.106	1
3.4.21.107	1
3.4.21.108	1
3.4.21.109	1
3.4.21.110	1
3.4.21.111	1
3.4.21.112	1
3.4.21.113	1
3.4.21.114	1
