EC number	Scoring Based on Function
3.4.21.115	1
3.4.21.116	1
3.4.21.117	1
3.4.21.118	1
3.4.21.119	1
3.4.21.120	1
3.4.21.121	1
3.4.22.1	1
3.4.22.B1	1
3.4.22.2	1
3.4.22.3	1
3.4.22.4	1
3.4.22.5	1
3.4.22.B5	1
3.4.22.B6	1
3.4.22.6	1
3.4.22.7	1
3.4.22.8	1
3.4.22.B8	1
3.4.22.9	1
3.4.22.10	1
3.4.22.11	1
3.4.22.12	1
3.4.22.13	1
3.4.22.14	1
3.4.22.B14	1
3.4.22.15	1
3.4.22.B15	1
3.4.22.16	1
3.4.22.17	1
3.4.22.18	1
3.4.22.19	1
3.4.22.B19	1
3.4.22.20	1
3.4.22.B20	1
3.4.22.21	1
3.4.22.22	1
3.4.22.23	1
3.4.22.B24	1
3.4.22.24	1
3.4.22.B25	1
3.4.22.25	1
3.4.22.B26	1
3.4.22.26	1
3.4.22.B27	1
3.4.22.27	1
3.4.22.B28	1
3.4.22.28	1
3.4.22.B29	1
3.4.22.29	1
3.4.22.B30	1
3.4.22.30	1
3.4.22.31	1
3.4.22.B31	1
3.4.22.B32	1
3.4.22.32	1
3.4.22.33	1
3.4.22.34	1
3.4.22.B35	1
3.4.22.35	1
3.4.22.B36	1
3.4.22.36	1
3.4.22.B37	1
3.4.22.37	1
3.4.22.B38	1
3.4.22.38	1
3.4.22.39	1
3.4.22.40	1
3.4.22.41	1
3.4.22.42	1
3.4.22.43	1
3.4.22.44	1
3.4.22.45	1
3.4.22.46	1
3.4.22.47	1
3.4.22.B47	1
3.4.22.48	1
3.4.22.B49	1
3.4.22.49	1
3.4.22.B50	1
3.4.22.50	1
3.4.22.51	1
3.4.22.52	1
3.4.22.53	1
3.4.22.54	1
3.4.22.55	1
3.4.22.56	1
3.4.22.57	1
3.4.22.58	1
3.4.22.59	1
3.4.22.60	1
3.4.22.B60	1
3.4.22.61	1
3.4.22.B61	1
3.4.22.62	1
3.4.22.B62	1
3.4.22.63	1
3.4.22.B63	1
3.4.22.64	1
3.4.22.B64	1
3.4.22.B65	1
3.4.22.65	1
3.4.22.66	1
3.4.22.B66	1
3.4.22.B67	1
3.4.22.67	1
3.4.22.B68	1
3.4.22.68	1
3.4.22.B69	1
3.4.22.69	1
3.4.22.B70	1
3.4.22.70	1
3.4.22.B71	1
3.4.22.71	1
3.4.22.B72	1
3.4.22.B73	1
3.4.22.B74	1
3.4.22.B75	1
3.4.22.B76	1
3.4.22.B77	1
3.4.22.B78	1
3.4.22.B79	1
3.4.22.B80	1
3.4.23.B1	1
3.4.23.1	1
3.4.23.2	1
3.4.23.B2	1
3.4.23.B3	1
3.4.23.3	1
3.4.23.4	1
3.4.23.B4	1
3.4.23.5	1
3.4.23.B5	1
3.4.23.B6	1
3.4.23.6	1
3.4.23.7	1
3.4.23.B8	1
3.4.23.8	1
3.4.23.B9	1
3.4.23.9	1
3.4.23.10	1
3.4.23.B10	1
3.4.23.B11	1
3.4.23.11	1
3.4.23.12	1
3.4.23.13	1
3.4.23.B13	1
3.4.23.B14	1
3.4.23.14	1
3.4.23.15	1
3.4.23.16	1
3.4.23.17	1
3.4.23.B17	1
3.4.23.18	1
3.4.23.B18	1
3.4.23.19	1
3.4.23.B19	1
3.4.23.B20	1
3.4.23.20	1
3.4.23.21	1
3.4.23.22	1
3.4.23.23	1
3.4.23.24	1
3.4.23.B24	1
3.4.23.25	1
3.4.23.B25	1
3.4.23.26	1
3.4.23.27	1
3.4.23.28	1
3.4.23.29	1
3.4.23.30	1
3.4.23.31	1
3.4.23.32	1
3.4.23.33	1
3.4.23.34	1
3.4.23.35	1
3.4.23.36	5
3.4.23.37	1
3.4.23.38	1
3.4.23.39	1
3.4.23.40	1
3.4.23.41	1
3.4.23.42	1
3.4.23.43	1
3.4.23.44	1
3.4.23.45	1
3.4.23.46	1
3.4.23.47	1
3.4.23.48	1
3.4.23.49	1
3.4.23.50	1
3.4.23.51	1
3.4.23.52	1
3.4.24.1	1
3.4.24.B2	0.5
3.4.24.2	1
3.4.24.B3	1
3.4.24.3	1
3.4.24.B4	1
3.4.24.4	1
3.4.24.5	1
3.4.24.B5	1
3.4.24.6	1
3.4.24.B6	1
3.4.24.7	1
3.4.24.B7	1
3.4.24.8	1
3.4.24.B8	1
3.4.24.B9	1
3.4.24.9	1
3.4.24.B10	1
3.4.24.10	1
3.4.24.B11	1
3.4.24.11	1
3.4.24.B12	1
3.4.24.12	1
3.4.24.13	1
3.4.24.B14	1
3.4.24.14	1
3.4.24.B15	1
3.4.24.15	1
3.4.24.16	1
3.4.24.B16	1
3.4.24.B17	1
3.4.24.17	1
3.4.24.B18	1
3.4.24.18	1
3.4.24.B19	1
3.4.24.19	1
3.4.24.B20	1
3.4.24.20	1
3.4.24.21	1
3.4.24.22	1
3.4.24.23	1
3.4.24.B23	1
3.4.24.24	1
3.4.24.B24	1
3.4.24.B25	1
3.4.24.25	1
3.4.24.B26	1
3.4.24.26	1
3.4.24.B27	1
3.4.24.27	5
3.4.24.B28	1
3.4.24.28	1
3.4.24.29	1
3.4.24.B29	1
3.4.24.B30	1
3.4.24.30	1
3.4.24.31	1
3.4.24.32	1
3.4.24.33	1
3.4.24.B33	1
3.4.24.34	1
3.4.24.B34	1
3.4.24.35	1
3.4.24.B35	1
3.4.24.36	1
3.4.24.B36	1
3.4.24.B37	1
3.4.24.37	1
3.4.24.B38	1
3.4.24.38	1
3.4.24.39	1
3.4.24.B39	1
3.4.24.B40	1
3.4.24.40	1
3.4.24.41	1
3.4.24.42	1
3.4.24.43	1
3.4.24.44	1
3.4.24.45	1
3.4.24.46	1
3.4.24.47	1
3.4.24.48	1
3.4.24.49	1
3.4.24.50	1
3.4.24.51	1
3.4.24.52	1
3.4.24.53	1
3.4.24.54	1
3.4.24.55	1
3.4.24.56	1
3.4.24.57	1
3.4.24.58	1
3.4.24.59	1
3.4.24.60	1
3.4.24.61	1
3.4.24.62	1
3.4.24.63	1
3.4.24.64	1
3.4.24.65	1
3.4.24.66	1
3.4.24.67	1
3.4.24.68	1
3.4.24.69	1
3.4.24.70	1
3.4.24.71	1
3.4.24.72	1
3.4.24.73	1
3.4.24.74	1
3.4.24.75	1
3.4.24.76	1
3.4.24.77	1
3.4.24.78	1
3.4.24.79	1
3.4.24.80	1
3.4.24.81	1
3.4.24.82	1
3.4.24.83	1
3.4.24.84	1
3.4.24.85	1
3.4.24.86	1
3.4.24.87	1
3.4.24.88	1
3.4.24.89	1
3.4.25.1	1
3.4.25.2	1
3.4.99.1	1
3.4.99.B1	1
3.4.99.2	1
3.4.99.B2	1
3.4.99.3	1
3.4.99.4	1
3.4.99.5	1
3.4.99.6	1
3.4.99.7	1
3.4.99.8	1
3.4.99.9	1
3.4.99.10	1
3.4.99.11	1
3.4.99.12	1
3.4.99.13	1
3.4.99.14	1
3.4.99.15	1
3.4.99.16	1
3.4.99.17	1
3.4.99.18	1
3.4.99.19	1
3.4.99.20	1
3.4.99.21	1
3.4.99.22	1
3.4.99.23	1
3.4.99.24	1
3.4.99.25	1
3.4.99.26	1
3.4.99.27	1
3.4.99.28	1
3.4.99.29	1
3.4.99.30	1
3.4.99.31	1
3.4.99.32	1
3.4.99.33	1
3.4.99.34	1
3.4.99.35	1
3.4.99.36	1
3.4.99.37	1
3.4.99.38	1
3.4.99.39	1
3.4.99.40	1
3.4.99.41	1
3.4.99.42	1
3.4.99.43	1
3.4.99.44	1
3.4.99.45	1
3.4.99.46	1
3.5.1.1	1
3.5.1.2	5
3.5.1.3	1
3.5.1.B4	1
3.5.1.4	1
3.5.1.5	1
3.5.1.6	1
3.5.1.7	1
3.5.1.8	1
3.5.1.9	1
3.5.1.10	1
3.5.1.11	1
3.5.1.12	1
3.5.1.B13	1
3.5.1.13	1
3.5.1.14	5
3.5.1.15	1
3.5.1.B15	1
3.5.1.16	1
3.5.1.17	1
3.5.1.B18	1
3.5.1.18	1
3.5.1.19	5
3.5.1.20	1
3.5.1.21	1
3.5.1.22	1
3.5.1.23	1
3.5.1.24	1
3.5.1.25	1
3.5.1.26	1
3.5.1.27	1
3.5.1.28	1
3.5.1.29	1
3.5.1.30	1
3.5.1.31	1
3.5.1.32	1
3.5.1.33	1
3.5.1.34	1
3.5.1.35	1
3.5.1.36	1
3.5.1.37	1
3.5.1.38	1
3.5.1.39	1
3.5.1.40	1
3.5.1.41	1
3.5.1.42	1
3.5.1.43	1
3.5.1.44	1
3.5.1.45	1
3.5.1.46	1
3.5.1.47	1
3.5.1.48	1
3.5.1.49	1
3.5.1.50	1
3.5.1.51	1
3.5.1.52	1
3.5.1.53	1
3.5.1.54	1
3.5.1.55	1
3.5.1.56	1
3.5.1.57	1
3.5.1.58	1
3.5.1.59	1
3.5.1.60	1
3.5.1.61	1
3.5.1.62	1
3.5.1.63	1
3.5.1.64	1
3.5.1.65	1
3.5.1.66	1
3.5.1.67	1
3.5.1.68	1
3.5.1.69	1
3.5.1.70	1
3.5.1.71	1
3.5.1.72	1
3.5.1.73	5
3.5.1.74	1
3.5.1.75	1
3.5.1.76	1
3.5.1.77	1
3.5.1.78	1
3.5.1.79	1
3.5.1.80	1
3.5.1.81	1
3.5.1.82	1
3.5.1.83	1
3.5.1.84	1
3.5.1.85	1
3.5.1.86	1
3.5.1.87	1
3.5.1.88	5
3.5.1.89	1
3.5.1.90	1
3.5.1.91	1
3.5.1.92	1
3.5.1.93	1
3.5.1.94	1
3.5.1.95	1
3.5.1.96	1
3.5.1.97	1
3.5.1.98	1
3.5.1.99	1
3.5.1.100	1
3.5.1.101	1
3.5.1.102	1
3.5.1.103	1
3.5.1.104	1
3.5.1.105	1
3.5.1.106	1
3.5.1.107	1
3.5.1.108	1
3.5.1.109	1
3.5.1.110	1
3.5.1.111	1
3.5.1.112	1
3.5.1.113	1
3.5.1.114	1
3.5.1.115	1
3.5.1.116	1
3.5.1.117	1
3.5.1.118	1
3.5.1.119	1
3.5.1.120	1
3.5.1.121	1
3.5.1.122	1
3.5.1.123	1
3.5.1.124	1
3.5.1.125	1
3.5.1.126	1
3.5.1.127	1
3.5.1.128	1
3.5.1.129	1
3.5.1.130	1
3.5.1.131	1
3.5.1.132	1
3.5.1.133	1
3.5.1.134	1
3.5.1.135	1
3.5.1.136	1
3.5.2.1	1
3.5.2.B2	1
3.5.2.2	5
3.5.2.B3	1
3.5.2.3	1
3.5.2.4	1
3.5.2.5	1
3.5.2.6	5
3.5.2.7	1
3.5.2.8	1
3.5.2.9	1
3.5.2.10	1
3.5.2.11	1
3.5.2.12	1
3.5.2.13	5
3.5.2.14	1
3.5.2.15	1
3.5.2.16	1
3.5.2.17	1
3.5.2.18	1
3.5.2.19	1
3.5.2.20	1
3.5.3.1	1
3.5.3.2	1
3.5.3.3	1
3.5.3.4	1
3.5.3.5	1
3.5.3.6	1
3.5.3.7	1
3.5.3.8	1
3.5.3.9	1
3.5.3.10	1
3.5.3.11	1
3.5.3.12	1
3.5.3.13	1
3.5.3.14	1
3.5.3.15	1
3.5.3.16	1
3.5.3.17	1
3.5.3.18	1
3.5.3.19	1
3.5.3.20	1
3.5.3.21	1
3.5.3.22	1
3.5.3.23	1
3.5.3.24	1
3.5.3.25	1
3.5.3.26	1
3.5.4.1	1
3.5.4.2	1
3.5.4.3	1
3.5.4.4	1
3.5.4.5	0.5
3.5.4.6	1
3.5.4.7	1
3.5.4.8	1
3.5.4.B9	1
3.5.4.9	1
3.5.4.10	1
3.5.4.11	1
3.5.4.12	5
3.5.4.13	1
3.5.4.14	1
3.5.4.15	1
3.5.4.16	1
3.5.4.17	1
3.5.4.18	1
3.5.4.19	1
3.5.4.20	1
3.5.4.21	1
3.5.4.22	1
3.5.4.23	1
3.5.4.24	1
3.5.4.25	1
3.5.4.26	1
3.5.4.27	1
3.5.4.28	1
3.5.4.29	1
3.5.4.30	1
3.5.4.31	1
3.5.4.32	1
3.5.4.33	1
3.5.4.34	1
3.5.4.35	1
3.5.4.36	1
3.5.4.37	1
3.5.4.38	1
3.5.4.39	1
3.5.4.40	1
3.5.4.41	1
3.5.4.42	1
3.5.4.43	1
3.5.4.44	1
3.5.4.45	1
3.5.4.46	1
3.5.5.1	1
3.5.5.2	1
3.5.5.3	1
3.5.5.4	1
3.5.5.5	1
3.5.5.6	1
3.5.5.7	1
3.5.5.8	1
3.5.99.1	1
3.5.99.2	1
3.5.99.3	1
3.5.99.4	1
3.5.99.5	1
3.5.99.6	1
3.5.99.7	1
3.5.99.8	1
3.5.99.9	1
3.5.99.10	1
3.5.99.11	1
3.6.1.1	0.5
3.6.1.2	1
3.6.1.3	1
3.6.1.4	1
3.6.1.5	1
3.6.1.6	1
3.6.1.7	1
3.6.1.8	1
3.6.1.9	1
3.6.1.10	1
3.6.1.11	1
3.6.1.B11	1
3.6.1.12	5
3.6.1.13	1
3.6.1.14	1
3.6.1.15	1
3.6.1.16	1
3.6.1.B16	1
3.6.1.B17	1
3.6.1.17	1
3.6.1.18	1
3.6.1.B18	1
3.6.1.19	1
3.6.1.20	1
3.6.1.21	1
3.6.1.22	1
3.6.1.23	1
3.6.1.24	1
3.6.1.25	1
3.6.1.26	1
3.6.1.27	1
3.6.1.28	1
3.6.1.29	1
3.6.1.30	1
3.6.1.31	1
3.6.1.32	1
3.6.1.33	1
3.6.1.34	1
3.6.1.35	1
3.6.1.36	1
3.6.1.37	1
3.6.1.38	1
3.6.1.39	1
3.6.1.40	1
3.6.1.41	1
3.6.1.42	1
3.6.1.43	1
3.6.1.44	1
3.6.1.45	1
3.6.1.46	1
3.6.1.47	1
3.6.1.48	0.5
3.6.1.49	1
3.6.1.50	1
3.6.1.51	1
3.6.1.52	1
3.6.1.53	1
3.6.1.54	1
3.6.1.55	1
3.6.1.56	1
3.6.1.57	1
3.6.1.58	1
3.6.1.59	1
3.6.1.60	1
3.6.1.61	1
3.6.1.62	1
3.6.1.63	1
3.6.1.64	1
3.6.1.65	1
3.6.1.66	1
3.6.1.67	1
3.6.1.68	1
3.6.1.69	1
3.6.1.70	1
3.6.1.71	1
3.6.1.72	1
3.6.1.73	1
3.6.2.1	1
3.6.2.2	1
3.6.3.1	1
3.6.3.2	1
3.6.3.3	1
3.6.3.4	1
3.6.3.5	1
3.6.3.6	1
3.6.3.7	1
3.6.3.8	1
3.6.3.9	1
3.6.3.10	1
3.6.3.11	1
3.6.3.12	1
3.6.3.13	1
3.6.3.14	1
3.6.3.15	1
3.6.3.16	1
3.6.3.17	1
3.6.3.18	1
3.6.3.19	1
3.6.3.20	1
3.6.3.21	1
3.6.3.22	1
3.6.3.23	1
3.6.3.24	1
3.6.3.25	1
3.6.3.26	1
3.6.3.27	1
3.6.3.28	1
3.6.3.29	1
3.6.3.30	1
3.6.3.31	1
3.6.3.32	1
3.6.3.33	1
3.6.3.34	1
3.6.3.35	1
3.6.3.36	1
3.6.3.37	1
3.6.3.38	1
3.6.3.39	1
3.6.3.40	1
3.6.3.41	1
3.6.3.42	1
3.6.3.43	1
3.6.3.44	1
3.6.3.45	1
3.6.3.46	1
3.6.3.47	1
3.6.3.48	1
3.6.3.49	1
3.6.3.50	1
3.6.3.51	1
3.6.3.52	1
3.6.3.53	1
3.6.3.54	1
3.6.3.55	1
3.6.4.B1	1
3.6.4.1	1
3.6.4.2	1
3.6.4.3	1
3.6.4.4	1
3.6.4.B4	1
3.6.4.5	1
3.6.4.B6	1
3.6.4.6	1
3.6.4.7	1
3.6.4.B7	1
3.6.4.B8	1
3.6.4.8	1
3.6.4.9	1
3.6.4.B9	1
3.6.4.B10	1
3.6.4.10	1
3.6.4.B11	1
3.6.4.11	1
3.6.4.12	0.5
3.6.4.13	1
3.6.5.1	1
3.6.5.2	0.5
3.6.5.3	1
3.6.5.4	0.5
3.6.5.5	1
3.6.5.6	1
3.7.1.1	1
3.7.1.2	1
3.7.1.3	1
3.7.1.4	1
3.7.1.5	1
3.7.1.6	1
3.7.1.7	1
3.7.1.8	1
3.7.1.9	1
3.7.1.10	1
3.7.1.11	1
3.7.1.12	1
3.7.1.13	1
3.7.1.14	1
3.7.1.15	1
3.7.1.16	1
3.7.1.17	1
3.7.1.18	1
3.7.1.19	1
3.7.1.20	1
3.7.1.21	1
3.7.1.22	1
3.7.1.23	1
3.7.1.24	1
3.7.1.25	1
3.7.1.26	1
3.7.1.27	1
3.8.1.1	1
3.8.1.2	1
3.8.1.3	1
3.8.1.4	1
3.8.1.5	1
3.8.1.6	1
3.8.1.7	1
3.8.1.8	1
3.8.1.9	1
3.8.1.10	1
3.8.1.11	1
3.8.2.1	1
3.9.1.1	1
3.9.1.2	1
3.9.1.3	1
3.10.1.1	1
3.10.1.2	1
3.11.1.1	1
3.11.1.2	1
3.11.1.3	1
3.12.1.B1	1
3.12.1.1	1
3.13.1.1	1
3.13.1.2	1
3.13.1.3	1
3.13.1.4	1
3.13.1.5	1
3.13.1.6	1
3.13.1.7	1
3.13.1.8	1
3.13.1.9	1
4.1.1.1	1
4.1.1.2	1
4.1.1.3	1
4.1.1.4	1
4.1.1.B4	1
4.1.1.5	1
4.1.1.6	1
4.1.1.7	1
4.1.1.8	1
4.1.1.B9	1
4.1.1.9	1
4.1.1.10	1
4.1.1.11	1
4.1.1.12	1
4.1.1.B12	1
4.1.1.13	1
4.1.1.B14	1
4.1.1.14	1
4.1.1.B15	1
4.1.1.15	1
4.1.1.16	1
4.1.1.17	1
4.1.1.18	1
4.1.1.19	1
4.1.1.20	1
4.1.1.21	1
4.1.1.22	1
4.1.1.23	1
4.1.1.24	1
4.1.1.25	1
4.1.1.26	1
4.1.1.27	1
4.1.1.28	1
4.1.1.29	1
4.1.1.30	1
4.1.1.31	1
4.1.1.32	1
4.1.1.33	1
4.1.1.34	1
4.1.1.35	1
4.1.1.36	1
4.1.1.37	1
4.1.1.38	1
4.1.1.39	5
4.1.1.40	1
4.1.1.41	1
4.1.1.42	1
4.1.1.43	1
4.1.1.44	1
4.1.1.45	1
4.1.1.46	1
4.1.1.47	1
4.1.1.48	1
4.1.1.49	1
4.1.1.50	1
4.1.1.51	1
4.1.1.52	1
4.1.1.53	1
4.1.1.54	1
4.1.1.55	5
4.1.1.56	1
4.1.1.57	1
4.1.1.58	1
4.1.1.59	1
4.1.1.60	1
4.1.1.61	1
4.1.1.62	1
4.1.1.63	1
4.1.1.64	1
4.1.1.65	1
4.1.1.66	1
4.1.1.67	1
4.1.1.68	1
4.1.1.69	5
4.1.1.70	1
4.1.1.71	1
4.1.1.72	1
4.1.1.73	1
4.1.1.74	1
4.1.1.75	1
4.1.1.76	1
4.1.1.77	1
4.1.1.78	1
4.1.1.79	1
4.1.1.80	1
4.1.1.81	1
4.1.1.82	1
4.1.1.83	1
4.1.1.84	1
4.1.1.85	1
4.1.1.86	1
4.1.1.87	1
4.1.1.88	1
4.1.1.89	1
4.1.1.90	1
4.1.1.91	1
4.1.1.92	1
4.1.1.93	1
4.1.1.94	1
4.1.1.95	1
4.1.1.96	1
4.1.1.97	1
4.1.1.98	1
4.1.1.99	1
4.1.1.100	1
4.1.1.101	1
4.1.1.102	1
4.1.1.103	1
4.1.1.104	1
4.1.1.105	1
4.1.1.106	1
4.1.1.107	1
4.1.1.108	1
4.1.1.109	1
4.1.1.110	1
4.1.1.111	1
4.1.1.112	1
4.1.1.113	1
4.1.1.114	1
4.1.1.115	1
4.1.1.116	1
4.1.1.117	1
4.1.1.118	1
4.1.1.119	1
4.1.1.120	1
4.1.1.121	1
4.1.2.1	1
4.1.2.2	1
4.1.2.3	1
4.1.2.4	0.5
4.1.2.5	1
4.1.2.6	1
4.1.2.B6	1
4.1.2.7	1
4.1.2.8	1
4.1.2.9	1
4.1.2.10	1
4.1.2.11	1
4.1.2.12	1
4.1.2.B12	1
4.1.2.13	5
4.1.2.14	1
4.1.2.15	1
4.1.2.16	1
4.1.2.17	1
4.1.2.18	1
4.1.2.19	1
4.1.2.20	1
4.1.2.21	1
4.1.2.22	1
4.1.2.23	1
4.1.2.24	1
4.1.2.25	1
4.1.2.26	1
4.1.2.27	1
4.1.2.28	1
4.1.2.29	1
4.1.2.30	1
4.1.2.31	1
4.1.2.32	5
4.1.2.33	1
4.1.2.34	5
4.1.2.35	1
4.1.2.36	1
4.1.2.37	1
4.1.2.38	1
4.1.2.39	1
4.1.2.40	1
4.1.2.41	1
4.1.2.42	1
4.1.2.43	5
4.1.2.44	1
4.1.2.45	1
4.1.2.46	1
4.1.2.47	1
4.1.2.48	1
4.1.2.49	1
4.1.2.50	1
4.1.2.51	1
4.1.2.52	1
4.1.2.53	1
4.1.2.54	1
4.1.2.55	1
4.1.2.56	1
4.1.2.57	1
4.1.2.58	1
4.1.2.59	1
4.1.2.60	1
4.1.2.61	1
4.1.2.62	1
4.1.3.1	5
4.1.3.2	1
4.1.3.B3	1
4.1.3.3	1
4.1.3.4	1
4.1.3.5	1
4.1.3.6	1
4.1.3.7	1
4.1.3.8	1
4.1.3.9	1
4.1.3.10	1
4.1.3.11	1
4.1.3.12	1
4.1.3.13	1
4.1.3.14	1
4.1.3.15	1
4.1.3.16	1
4.1.3.17	1
4.1.3.18	1
4.1.3.19	1
4.1.3.20	1
4.1.3.21	1
4.1.3.22	1
4.1.3.23	1
4.1.3.24	1
4.1.3.25	5
4.1.3.26	1
4.1.3.27	1
4.1.3.28	1
4.1.3.29	1
4.1.3.30	1
4.1.3.31	1
4.1.3.32	1
4.1.3.33	1
4.1.3.34	1
4.1.3.35	1
4.1.3.36	1
4.1.3.37	1
4.1.3.38	1
4.1.3.39	1
4.1.3.40	1
4.1.3.41	1
4.1.3.42	5
4.1.3.43	1
4.1.3.44	1
4.1.3.45	1
4.1.3.46	1
4.1.99.1	1
4.1.99.2	1
4.1.99.3	1
4.1.99.4	1
4.1.99.5	1
4.1.99.6	1
4.1.99.7	1
4.1.99.8	1
4.1.99.9	1
4.1.99.10	1
4.1.99.11	1
4.1.99.12	1
4.1.99.13	1
4.1.99.14	1
4.1.99.15	1
4.1.99.16	1
4.1.99.17	1
4.1.99.18	1
4.1.99.19	1
4.1.99.20	1
4.1.99.21	1
4.1.99.22	1
4.1.99.23	1
4.1.99.24	1
4.1.99.25	1
4.2.1.1	1
4.2.1.2	1
4.2.1.3	1
4.2.1.4	1
4.2.1.5	1
4.2.1.B5	1
4.2.1.B6	1
4.2.1.6	1
4.2.1.B7	1
4.2.1.7	1
4.2.1.B8	1
4.2.1.8	1
4.2.1.B9	1
4.2.1.9	1
4.2.1.10	1
4.2.1.11	0.5
4.2.1.12	1
4.2.1.13	1
4.2.1.14	1
4.2.1.15	1
4.2.1.16	1
4.2.1.17	1
4.2.1.18	1
4.2.1.19	1
4.2.1.B20	1
4.2.1.20	1
4.2.1.21	1
4.2.1.22	1
4.2.1.B22	1
4.2.1.23	1
4.2.1.24	1
4.2.1.25	1
4.2.1.B26	1
4.2.1.26	1
4.2.1.B27	1
4.2.1.27	1
4.2.1.28	1
4.2.1.B28	1
4.2.1.29	1
4.2.1.B29	1
4.2.1.30	1
4.2.1.31	1
4.2.1.32	1
4.2.1.33	1
4.2.1.34	1
4.2.1.35	1
4.2.1.36	1
4.2.1.37	1
4.2.1.38	1
4.2.1.39	1
4.2.1.40	1
4.2.1.41	1
4.2.1.42	1
4.2.1.43	1
4.2.1.44	1
4.2.1.45	1
4.2.1.46	1
4.2.1.47	1
4.2.1.48	1
4.2.1.49	1
4.2.1.50	1
4.2.1.51	1
4.2.1.52	1
4.2.1.53	1
4.2.1.54	1
4.2.1.55	1
4.2.1.56	1
4.2.1.57	1
4.2.1.58	1
4.2.1.59	1
4.2.1.60	1
4.2.1.61	1
4.2.1.62	1
4.2.1.63	1
4.2.1.64	1
4.2.1.65	1
4.2.1.66	1
4.2.1.67	1
4.2.1.68	0.5
4.2.1.69	1
4.2.1.70	1
4.2.1.71	1
4.2.1.72	1
4.2.1.73	1
4.2.1.74	1
4.2.1.75	1
4.2.1.76	1
